legal_articles,old_category,new_category,rule_applied
《危险性较大的部分项工程安全管理规定》第十七条,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《北京市建设工程质量条例》第七十五条第一款,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《太平洋海洋工程（舟山）有限公司“4.22“高处坠落一般生产安全事故调查报告的批复》,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《危险性较大的分部分项工程安全管理规定》第四项,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《危险性较大的分部分项工程安全管理规定》第四章第十七项,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《危险性较大的分部分项工程安全管理规定》第四章第十七条、第二十一条、第二十四条,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《危险性较大的分部分项工程安全管理规定》第十四条,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《北京市建设工程施工现场管理办法》第十三条第一款的规定,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《北京市建设工程施工现场管理办法》第十八条第二款,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《北京市建设工程施工现场管理办法》第十条,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《北京市建设工程质量条例》,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《危险性较大的分部分项工程管 理规定》第十七条,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《危险性较大的分部分项工程安全管理规定》第十八条,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《危险性较大的分部分项工程安全管理规定》第十八条的规定,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《危险性较大的分部分项工程安全管理规定》第二十一条第一款,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《危险性较大的分部分项工程安全管理规定》第二十一条的规定,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《危险性较大的分部分项工程安全管理规定》第二十一条之规定,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《北京市水利工程保护管理条例》第九条第一项,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《北京市水利工程保护管理条例》第二十一条第一项的规定,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《危险性较大的分部分项工程安全管理规定》第二十一条,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《危险性较大的分部分项工程安全管理规定》第三十四条,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《危险性较大的分部分项工程安全管理规定》第三十八条第（三）项,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《危险性较大的分部分项工程安全管理规定》第三十三条第(二)项,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《危险性较大的分部分项工程安全管理规定》第三十五条第（三）项,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《危险性较大的分部分项工程安全管理规定》第三十五条第五项,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《危险性较大的分部分项工程安全管理规定》第三十五条第三项、第五项,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《危险性较大的分部分项工程安全管理规定》第三十五条第三项,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《危险性较大的分部分项工程安全管理规定》第三十五条第(三)项,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《危险性较大的分部分项工程安全管理规定》第三十二条和第三十四条第三项,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《危险性较大的分部分项工程安全管理规定》第三十五条第（二）项,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《危险性较大的分部分项工程安全管理规定》第三十七条第（二）（四）款,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《危险性较大的分部分项工程安全管理规定》第二十一条第一款的规定,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《危险性较大的分部分项工程安全管理规定》第三十七条第四项,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《危险性较大的分部分项工程安全管理规定》第十二条第一款,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《危险性较大的分部分项工程安全管理规定》第十二条的规定,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《危险性较大的分部分项工程安全管理规定》第十九条,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《危险性较大的分部分项工程安全管理规定》第十七条,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《危险性较大的分部分项工程安全管理规定》第十七条第三款的规定,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《危险性较大的分部分项工程安全管理规定》第三十七条第二项,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《危险性较大的分部分项工程安全管理规定》第十七条第三款,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《危险性较大的分部分项工程安全管理规定》第十七条的规定,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《危险性较大的分部分项工程安全管理规定》第十一条,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《危险性较大的分部分项工程安全管理规定》第六章第三十六条第三项,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《危险性较大的分部分项工程安全管理规定》第六章第三十五条,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《宁夏回族自治区土地管理条例》,建设工程与房地产,房地产/土地,分类拆分: 建设工程与房地产 -> 房地产/土地
《危险性较大的分部分项工程安全管理规定》第五条、第七条,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《危险性较大的分部分项工程安全管理规定》第二十条第三款,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《危险性较大的分部分项工程安全管理规定》第二十条,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《危险性较大的分部分项工程安全管理规定》第二十四条的规定,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《四川省工程建设项目招标代理办法》第三十一条第一款第五项,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《危险性较大的分部分项工程安全管理规定》第二十四条,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《四川天府新区公园城市建设局关于达威天府中心项目基坑工程等8个项目涉嫌违规作业移送依法查处的函》,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《GB50171-2012电气装置安装工程盘、柜及二次回路接线施工及验收规范》,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《北京市建设工程施工现场管理办法》第二十五条,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《卸料平台专项施工方案》,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《土地入股联营协议书》,建设工程与房地产,房地产/土地,分类拆分: 建设工程与房地产 -> 房地产/土地
《土地流转合同》,建设工程与房地产,房地产/土地,分类拆分: 建设工程与房地产 -> 房地产/土地
《土地租赁合同》,建设工程与房地产,房地产/土地,分类拆分: 建设工程与房地产 -> 房地产/土地
《土地行政处罚决定书》,建设工程与房地产,房地产/土地,分类拆分: 建设工程与房地产 -> 房地产/土地
《土地证》,建设工程与房地产,房地产/土地,分类拆分: 建设工程与房地产 -> 房地产/土地
《土地违法案件占地性质认定表》,建设工程与房地产,房地产/土地,分类拆分: 建设工程与房地产 -> 房地产/土地
《土地违法案件行政处罚决定书》,建设工程与房地产,房地产/土地,分类拆分: 建设工程与房地产 -> 房地产/土地
《吉林省土地管理条例》第三十一条,建设工程与房地产,房地产/土地,分类拆分: 建设工程与房地产 -> 房地产/土地
《吉林省土地管理条例》第二十一条,建设工程与房地产,房地产/土地,分类拆分: 建设工程与房地产 -> 房地产/土地
《土地使用证》,建设工程与房地产,房地产/土地,分类拆分: 建设工程与房地产 -> 房地产/土地
《北京市建设工程施工现场管理办法》,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《危险性较大的分部分项工程安全管理规定》第16条,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《吉林省建设工程质量管理办法》第二十五条,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《吉林省建设工程质量管理办法》第二十五条第二款,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《吉林省建设工程质量管理办法》第五十六条,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《吉林省建设工程质量管理办法》第五十六条第一项,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《吉林省建设工程质量管理办法》第六十条第一款,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《吉林省建设工程质量管理办法》第六十条第二项的规定,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《吉林省建设工程质量管理办法》第十一条,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《宁波市人民政府关于镇海区“郦城云邸”建筑施工“3.13”塔吊倒塌较大事故调查报告的批复》,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《吉林省土地管理条例》第五十九条,建设工程与房地产,房地产/土地,分类拆分: 建设工程与房地产 -> 房地产/土地
《宁波嘉辉汽车部件有限公司新建厂房(补办)建设工程规划检测测量报告》,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《天津市建设工程质量管理条例》第四十二条违反本条例第十八条,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《塑钢门窗施工合同》,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《北京市建筑施工设备服务合同》,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《北京市建设工程施工现场安全防护标准》,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《GB50169-2016电气装置安装工程接地装置施工及验收规范》,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《深圳市建设工程施工(单价)合同》,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《深圳市建设工程施工合同》,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《深圳市建设工程质量管理条例》第二十七条,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《深圳市房地产市场监管办法》第七十三条第一款第(三)项,建设工程与房地产,房地产/土地,分类拆分: 建设工程与房地产 -> 房地产/土地
《危险性较大的分部分项工程安全管理对顶》第十八条、第二十四条,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《天津市建设工程质量管理条例》第四十二条,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《深圳市房屋拆除工程管理办法》,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《合肥万隆恒瑞装饰工程有限公司收据》,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《合肥市人民政府关于中铁六局集团有限公司“2·25”坍塌事故调查报告的批复》,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《塔式起重机施工组织安拆装方案》,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《国有土地使用权出让合同》,建设工程与房地产,房地产/土地,分类拆分: 建设工程与房地产 -> 房地产/土地
《国有土地使用权证》,建设工程与房地产,房地产/土地,分类拆分: 建设工程与房地产 -> 房地产/土地
《国有土地使用许可证》,建设工程与房地产,房地产/土地,分类拆分: 建设工程与房地产 -> 房地产/土地
《国有土地使用证》,建设工程与房地产,房地产/土地,分类拆分: 建设工程与房地产 -> 房地产/土地
《国有土地使用证书》,建设工程与房地产,房地产/土地,分类拆分: 建设工程与房地产 -> 房地产/土地
《天津市建设工程质量管理条例》第十条第二款,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《危险性较大的分部分项工程安全管理规定》,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《宁波南海化学有限公司60m3LNG气化站工程安全评估报告》,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《天津河东天津铁厂有限公司炼铁厂三四高炉除尘管道加固施工“7·23”一般坍塌事故调查报告》,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《北京市建设工程施工现场管理办法》第三十一条,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《地铁暗挖隧道施工技术规程》,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《危险性较大的分部分项工程安全管理规定》第37号)第十六条第一款,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《印订施工单》,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《宁夏回族自治区土地管理条例》第七十三条,建设工程与房地产,房地产/土地,分类拆分: 建设工程与房地产 -> 房地产/土地
《危险性较大的分部分项工程安全管理规定》第37号、根据住建部令第47号修正）第十六条第一款,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《混凝土结构工程施工质量验收规范》第C.0.1条第3款,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《混凝土结构工程施工质量验收规范》第5.2.1条第1款,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《混凝土结构工程施工质量验收规范》,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《混凝土结构工程施工规范》,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《启东龙豪国际石材供货和安装工程合同》,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《危险性较大的分部分项工程安全管理规定》第37号）第二十四条,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《北京市建设工程施工现场管理办法》第二十三条第(二)项,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《危险性较大的分部分项工程安全管理规定》第37号）第十七条第三款,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《混凝土结构工程施工规范》第8.5.9条的规定,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《地铁12号线土建施工05合同段“11·3”一般生产安全事故调查报告》,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《E、F楼地上部分主体结构预算工程造价咨询报告书》,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《深圳市龙华区人民政府关于对龙华街道龙华大道与东环二路交叉口供水管抢修工程“4·30”淹溺死亡事故调查报告的批复》,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《北京市建设工程施工现场管理办法》第三十一条的规定,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《北京市建设工程施工现场管理办法》第三十一条违反本办法第十三条,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《北京市建设工程施工现场管理办法》第三十九条,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《国务院办公厅关于促进房地产市场健康发展的通知》,建设工程与房地产,房地产/土地,分类拆分: 建设工程与房地产 -> 房地产/土地
《土地违法案件行政处罚听证告知书》,建设工程与房地产,房地产/土地,分类拆分: 建设工程与房地产 -> 房地产/土地
《土地违法案件行政处罚告知书》,建设工程与房地产,房地产/土地,分类拆分: 建设工程与房地产 -> 房地产/土地
《土方工程承包合同》,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《基坑工程设计总说明(四)》第九条第1项,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《宁波中建钢结构工程有限公司建设工程修测测量成果报告书》,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《危险性较大的分部分项工程安全管理规定》第37号)第三十七条,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《北京市建设工程施工现场管理办法》第三十六条,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《宁夏回族自治区土地管理条例》第三十八条第一款,建设工程与房地产,房地产/土地,分类拆分: 建设工程与房地产 -> 房地产/土地
《宁夏回族自治区土地管理条例》第三十八条,建设工程与房地产,房地产/土地,分类拆分: 建设工程与房地产 -> 房地产/土地
《地下防水工程质量验收规范》,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《宁夏回族自治区土地管理条例》第七十三条第一款第(二)项,建设工程与房地产,房地产/土地,分类拆分: 建设工程与房地产 -> 房地产/土地
《城市房地产管理法》,建设工程与房地产,房地产/土地,分类拆分: 建设工程与房地产 -> 房地产/土地
《北京市商品房现房买卖合同》,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《建设工程安全生产管理条例》第五十七条第三项,建设工程与房地产,安全生产,关键词覆盖: 安全生产管理条例 -> 安全生产
《建设工程安全生产管理条例》第五十七条第三款,建设工程与房地产,安全生产,关键词覆盖: 安全生产管理条例 -> 安全生产
《建设工程安全生产管理条例》第五十七条第/款第四项,建设工程与房地产,安全生产,关键词覆盖: 安全生产管理条例 -> 安全生产
《建设工程安全生产管理条例》第五十七条第(二)、(三)、(四)款,建设工程与房地产,安全生产,关键词覆盖: 安全生产管理条例 -> 安全生产
《建设工程安全生产管理条例》第五十七条第(一)、(四)款之规定,建设工程与房地产,安全生产,关键词覆盖: 安全生产管理条例 -> 安全生产
《建设工程安全生产管理条例》第五十七条,建设工程与房地产,安全生产,关键词覆盖: 安全生产管理条例 -> 安全生产
《建设工程安全生产管理条例》第二十八条第一款,建设工程与房地产,安全生产,关键词覆盖: 安全生产管理条例 -> 安全生产
《建设工程安全生产管理条例》第二十八条,建设工程与房地产,安全生产,关键词覆盖: 安全生产管理条例 -> 安全生产
《镇雄县土地利用现状图(2009年)》,建设工程与房地产,房地产/土地,分类拆分: 建设工程与房地产 -> 房地产/土地
《建设工程安全生产管理条例》第二十五条,建设工程与房地产,安全生产,关键词覆盖: 安全生产管理条例 -> 安全生产
《建设工程安全生产管理条例》第二十三条第二款,建设工程与房地产,安全生产,关键词覆盖: 安全生产管理条例 -> 安全生产
《建设工程安全生产管理条例》第二十三条第三款,建设工程与房地产,安全生产,关键词覆盖: 安全生产管理条例 -> 安全生产
《建设工程安全生产管理条例》第二十三条第一款,建设工程与房地产,安全生产,关键词覆盖: 安全生产管理条例 -> 安全生产
《建设工程安全生产管理条例》第二十三条,建设工程与房地产,安全生产,关键词覆盖: 安全生产管理条例 -> 安全生产
《建设工程安全生产管理条例》第二十七条,建设工程与房地产,安全生产,关键词覆盖: 安全生产管理条例 -> 安全生产
《建设工程安全生产管理条例》第二十一条第二款,建设工程与房地产,安全生产,关键词覆盖: 安全生产管理条例 -> 安全生产
《建设工程安全生产管理条例》第五十七条第二款,建设工程与房地产,安全生产,关键词覆盖: 安全生产管理条例 -> 安全生产
《建设工程安全生产管理条例》第五十七第（二）、（三）项,建设工程与房地产,安全生产,关键词覆盖: 安全生产管理条例 -> 安全生产
《建设工程安全生产管理条例》第六十二条第(一)项,建设工程与房地产,安全生产,关键词覆盖: 安全生产管理条例 -> 安全生产
《建设工程安全生产管理条例》第六十二条第(二)项,建设工程与房地产,安全生产,关键词覆盖: 安全生产管理条例 -> 安全生产
《建设工程建筑许可证》,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《建设工程安全隐患整改通知书》,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《建设工程安全管理条例》第三十七条第一款,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《建设工程安全生产管理条例》第十四条,建设工程与房地产,安全生产,关键词覆盖: 安全生产管理条例 -> 安全生产
《防水工程施工合同》,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《闲置土地认定书》,建设工程与房地产,房地产/土地,分类拆分: 建设工程与房地产 -> 房地产/土地
《门窗工程施工协议书》,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《建设工程安全生产管理条例》第十四条第二款,建设工程与房地产,安全生产,关键词覆盖: 安全生产管理条例 -> 安全生产
《建设工程安全生产管理条例》第二十一条、第二十七条、第三十六条、第三十七条,建设工程与房地产,安全生产,关键词覆盖: 安全生产管理条例 -> 安全生产
《建设工程安全生产管理条例》第六十四条,建设工程与房地产,安全生产,关键词覆盖: 安全生产管理条例 -> 安全生产
《建设工程安全生产管理条例》第六十四条第一款第（二）项,建设工程与房地产,安全生产,关键词覆盖: 安全生产管理条例 -> 安全生产
《建设工程安全生产管理条例》第六十四条第一款第(二)项,建设工程与房地产,安全生产,关键词覆盖: 安全生产管理条例 -> 安全生产
《建设工程安全生产管理条例》第六十四条第(二)项,建设工程与房地产,安全生产,关键词覆盖: 安全生产管理条例 -> 安全生产
《长沙市夜间施工许可证》,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《建设工程安全生产管理条例》第六十四条和第六十七条,建设工程与房地产,安全生产,关键词覆盖: 安全生产管理条例 -> 安全生产
《建设工程安全生产管理条例》第六十二条第一项,建设工程与房地产,安全生产,关键词覆盖: 安全生产管理条例 -> 安全生产
《建设工程安全生产管理条例》第六十二条第一款第二项,建设工程与房地产,安全生产,关键词覆盖: 安全生产管理条例 -> 安全生产
《建设工程安全生产管理条例》第六十二条第一款第(三)项,建设工程与房地产,安全生产,关键词覆盖: 安全生产管理条例 -> 安全生产
《建设工程安全生产管理条例》第六十四条第二项,建设工程与房地产,安全生产,关键词覆盖: 安全生产管理条例 -> 安全生产
《建设工程安全生产管理条例》第二十一条,建设工程与房地产,安全生产,关键词覆盖: 安全生产管理条例 -> 安全生产
《建设工程安全生产管理条例》第三十条第二款,建设工程与房地产,安全生产,关键词覆盖: 安全生产管理条例 -> 安全生产
《钢结构工程承包合同》,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《钢筋班组劳务施工协议》,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《金湾南水河南省第一防腐工程有限公司“4·7”一般物体打击事故调查报告》,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《金华市建设工程测绘技术报告书》,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《重庆鹏川房地产开发有限公司验资报告》,建设工程与房地产,房地产/土地,分类拆分: 建设工程与房地产 -> 房地产/土地
《重庆移动阻燃软电缆工程框架采购合同（框架＋订单）》,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《重庆房地产分析》,建设工程与房地产,房地产/土地,分类拆分: 建设工程与房地产 -> 房地产/土地
《重庆市电信有限公司综合大楼外装饰工程施工合同》,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《建筑装饰装修工程质量验收规范》,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《钢结构工程施工协议书》,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《建筑装饰装修工程质量验收标准》,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《建筑装饰工程施工合同》,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《建筑节能工程施工质量验收规范》,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《建筑节能工程施工质量验收标准》,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《建筑节能工程施工质量验收标准》第6.2.2条第1款第1项,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《建筑装饰装修工程质量验收标准》第6.1.3条第2项,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《建设工程施工停工（局部）整改通知书》,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《钢结构工程施工承包合同》,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《建设工程 质量管理条例》第五十六条第（四）项、第（六）项,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《建设工程安全生产管理条例》第三十条第一款,建设工程与房地产,安全生产,关键词覆盖: 安全生产管理条例 -> 安全生产
《建设工程安全生产管理条例》第三十条,建设工程与房地产,安全生产,关键词覆盖: 安全生产管理条例 -> 安全生产
《建设工程安全生产管理条例》第三十五条第三款,建设工程与房地产,安全生产,关键词覆盖: 安全生产管理条例 -> 安全生产
《建设工程安全生产管理条例》第三十五条,建设工程与房地产,安全生产,关键词覆盖: 安全生产管理条例 -> 安全生产
《建设工程安全生产管理条例》第三十七条,建设工程与房地产,安全生产,关键词覆盖: 安全生产管理条例 -> 安全生产
《铝合金门窗工程技术规范》,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《建设工程安全生产管理条例》第393号）第二十八条,建设工程与房地产,安全生产,关键词覆盖: 安全生产管理条例 -> 安全生产
《建设工程安全生产管理条例》第22条,建设工程与房地产,安全生产,关键词覆盖: 安全生产管理条例 -> 安全生产
《建设工程安全生产管理条例》,建设工程与房地产,安全生产,关键词覆盖: 安全生产管理条例 -> 安全生产
《建设安装工程施工承包补充协议》,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《铁路建设工程监理规范》,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《建设工程安全产生管理条例》第二十五条,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《建设工程委托监理合同》,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《建设工程夜间施工证明》,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《建设工程勘察质量管理办法》第十二条,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《建设工程勘察设计管理条例》第二十五条,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《建设工程勘察设计管理条例(2017修订)》,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《建设工程勘察合同》,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《建设工程划许可证》,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《建设工程分包协议书》,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《建设工程安全生产管理条,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《建设工程施工发包与承包违法行为认定查处管理办法》第八条第一项,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《建设工程施工发包与承包违法行为认定查处管理办法》第十二条,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《建设工程施工合同》,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《建设工程质量管理条例》第七条第二款、第十三条,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《建设工程质量管理条例》第七条第二款,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《建设工程质量管理条例》第七条,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
